duration,avg_vote,votes,revenue_with_CPI,converted_budget,dir_oscar_nomination,writer_oscar_nomination,cast_globe_nomination,BAFTA_act_nom,BAFTA_dir_nom,BAFTA_writer_nom,dir_emmy_nom,writer_emmy_nom,act_emmy_nom,actors_films_before,director_films_before,writers_films_before,genre,language,production_company,month_published
99.0,5.8,8064.0,22098722.4,43794376.7,0,0,9,1,1,1,0,0,0,8,1,1,"Comedy, Fantasy",English,Other,12
87.0,5.6,441.0,11216.1,3686273.2,0,0,2,0,0,0,0,0,0,27,1,2,"Action, Thriller",English,Other,3
89.0,8.5,205976.0,16580579.4,23185258.3,0,0,0,1,0,0,0,0,0,0,0,0,"Animation, Drama, War",Japanese,Other,4
92.0,4.4,527.0,1270442.1,9092807.2,0,0,0,0,0,0,0,0,0,32,0,2,Horror,English,Other,4
101.0,6.1,2037.0,1232874.6,37536633.7,2,1,5,2,2,0,0,0,0,18,5,1,Thriller,English,Amazon,4
97.0,6.0,137.0,1232874.6,37536633.7,0,0,0,0,0,0,0,0,0,9,0,0,"Adventure, Comedy, Fantasy",Cantonese,Other,3
88.0,6.6,11620.0,33567248.5,7728419.4,0,0,0,0,0,0,0,0,0,25,0,1,"Action, Comedy, Crime",English,Other,2
117.0,7.1,217.0,33489817.5,7728419.4,0,0,0,0,0,0,0,0,0,4,0,0,Drama,Other,Other,8
102.0,4.2,805.0,667269.2,33489817.5,1,0,2,0,1,0,0,0,0,18,5,0,Comedy,English,Other,5
95.0,6.4,709.0,667269.2,33489817.5,0,0,0,0,0,0,0,0,0,7,0,4,"Comedy, Drama, History",English,Other,2
91.0,4.6,5748.0,45212281.5,56675075.8,0,0,0,0,0,1,0,0,0,22,0,0,"Comedy, Sport",English,Other,3
100.0,5.7,223.0,121253419.2,5002995.5,0,0,0,0,0,0,0,0,0,9,0,2,"Crime, Drama",English,Other,2
101.0,5.5,1409.0,4815186.6,15456838.8,0,0,1,0,0,0,0,0,0,2,0,0,"Drama, Fantasy, Horror",English,Sony,10
113.0,6.6,5853.0,4392676.5,12107857.1,0,0,2,0,0,0,0,0,0,14,0,0,"Fantasy, Horror, Mystery",English,Other,4
93.0,5.9,9293.0,3063841.7,12107857.1,1,0,0,0,1,0,0,0,0,7,2,5,Horror,English,Other,3
69.0,7.4,74940.0,3063841.7,6440349.5,0,0,0,0,0,0,0,0,0,24,1,0,"Animation, Adventure, Drama",English,Universal,7
88.0,7.0,1425.0,217582947.5,32201747.6,0,0,0,0,0,0,0,0,0,7,4,0,"Action, Comedy, Crime",Cantonese,Other,3
164.0,7.6,47629.0,1099921.5,18032978.6,2,0,0,0,3,0,0,0,0,20,10,5,Drama,English,Universal,11
99.0,7.2,1464.0,21571525.6,18032978.6,0,0,0,0,0,0,0,0,0,2,2,0,"Comedy, Drama",French,Other,8
88.0,6.3,17018.0,57791252.7,20609118.5,0,0,1,0,0,0,0,0,0,24,0,0,Comedy,English,Twentieth Century Fox,7
78.0,7.1,3904.0,993911.1,21449505.0,0,0,0,0,0,0,0,0,0,4,0,0,"Animation, Adventure, Fantasy",French,Other,12
98.0,6.0,4644.0,4464630.6,38642097.1,0,2,6,0,0,0,0,0,0,16,3,5,"Drama, Thriller",English,Sony,3
95.0,3.3,10838.0,16549410.6,33489817.5,0,0,0,1,0,0,0,0,0,5,2,2,"Adventure, Family, Fantasy",English,Other,7
85.0,6.0,12712.0,1729573.9,2833753.8,0,0,0,0,0,0,0,0,0,24,0,2,"Action, Crime, Horror",English,Other,5
100.0,6.9,149.0,1729573.9,2833753.8,0,0,0,2,0,0,0,0,0,1,0,0,"Crime, Drama",Other,Other,11
104.0,6.1,15059.0,55352890.0,25761398.1,0,0,0,0,0,0,0,0,0,4,2,0,"Comedy, Crime, Romance",English,Amazon,9
127.0,6.9,524.0,55352890.0,25761398.1,0,0,0,0,0,0,0,0,0,9,1,1,"Comedy, Crime",Japanese,Other,1
105.0,5.7,896.0,10215950.3,30913677.7,0,0,0,0,0,0,0,0,0,11,0,0,"Comedy, Drama",English,MGM,10
126.0,7.5,66307.0,210248059.2,77284194.2,0,0,5,0,0,0,0,0,0,38,1,1,"Action, Comedy, Crime",English,Universal,10
91.0,6.8,172.0,94402030.7,73725463.8,0,0,0,0,0,0,0,0,0,0,0,0,"Drama, Thriller",Other,Other,1
117.0,6.8,5667.0,35617178.3,56675075.8,1,0,4,1,0,0,0,0,0,13,1,0,"Comedy, Drama, Fantasy",English,Other,3
128.0,7.8,80989.0,89144595.0,38642097.1,2,0,6,2,3,0,0,0,0,39,5,0,"Crime, Drama, History",English,Amazon,5
126.0,6.6,1601.0,89144741.9,38642097.1,0,0,4,1,0,0,0,0,0,23,3,2,"Comedy, Drama, Romance",English,Other,5
113.0,6.2,9927.0,13768377.6,18032978.6,0,0,0,0,0,0,0,0,0,9,4,4,"Drama, Horror, Sci-Fi",English,Amazon,7
103.0,6.0,5153.0,13768377.6,18032978.6,0,1,12,1,0,0,0,0,1,24,5,2,"Comedy, Romance",English,Universal,9
142.0,8.9,3432.0,179639604.0,58986138.6,0,0,0,0,0,0,0,0,0,1,0,0,Drama,Other,Other,9
88.0,7.5,32431.0,3146409.6,1803297.9,0,0,0,1,0,0,0,0,0,2,0,0,"Comedy, Drama",Spanish,Other,3
82.0,5.7,289.0,18494875.4,1803297.9,0,0,0,0,0,0,0,0,0,5,0,0,"Biography, Crime, Drama",English,Other,9
105.0,5.3,23928.0,448.2,51522796.1,0,0,1,0,0,1,0,0,0,27,4,2,"Comedy, Sci-Fi",English,Other,5
104.0,6.2,23004.0,35689840.9,51522796.1,0,0,0,2,0,0,0,0,0,3,0,4,"Comedy, Drama, Romance",English,Other,10
85.0,7.6,139514.0,32957105.3,15456838.8,0,0,2,0,1,1,0,0,0,30,3,2,"Comedy, Crime",English,Paramount,2
92.0,6.7,3144.0,202886922.6,30913677.7,0,0,0,0,0,0,0,0,0,3,0,0,"Action, Adventure, Drama",English,Other,12
93.0,5.7,46595.0,127183762.1,33489817.5,0,0,0,0,0,0,0,0,0,6,2,3,Horror,English,Warner,6
87.0,2.2,234.0,104180282.7,27415863.9,0,0,0,1,0,0,0,0,0,0,0,0,"Action, Drama",English,Twentieth Century Fox,2
153.0,6.1,271.0,276553.8,540989.4,0,2,2,3,0,1,0,0,0,17,0,3,Drama,French,Other,10
155.0,8.5,208536.0,32575535.2,12880699.0,0,0,0,0,0,0,0,0,0,5,0,0,Drama,Italian,Other,4
110.0,6.9,308.0,30888949.3,12880699.0,0,0,0,0,0,0,0,0,0,17,1,1,Drama,French,Other,5
102.0,6.2,2426.0,18656494.6,30913677.7,0,0,1,0,0,0,0,0,0,16,0,2,"Action, Drama, Thriller",English,Twentieth Century Fox,7
74.0,6.7,40444.0,18656494.6,30913677.7,0,0,4,0,0,0,0,0,0,11,0,0,"Animation, Adventure, Comedy",English,Disney,3
143.0,6.9,179.0,191024234.2,79860334.0,0,0,0,0,0,0,0,0,0,5,2,2,Drama,Japanese,Other,5
95.0,7.4,11501.0,370650185.7,67029703.0,0,0,0,1,0,0,0,0,0,7,0,0,"Comedy, Drama",English,Other,11
89.0,5.4,835.0,9241394.1,4121823.7,0,0,4,0,0,1,0,0,0,8,0,0,"Comedy, Horror, Thriller",English,Other,5
91.0,6.4,1767.0,4876990.7,20609118.5,0,0,0,0,0,0,0,0,0,9,0,0,"Drama, Music, Romance",English,Paramount,4
125.0,7.0,137.0,4876990.7,20609118.5,0,0,0,0,0,0,0,0,0,83,0,0,"Comedy, Drama",Hindi,Other,2
97.0,6.5,12323.0,18761642.4,7728419.4,0,0,0,0,0,0,0,0,0,6,2,2,"Action, Fantasy, Horror",English,Other,3
83.0,6.1,170.0,17897718.9,7372546.4,0,0,0,0,0,0,0,0,0,0,1,0,"Comedy, Romance",German,Other,1
98.0,6.4,795.0,775729.4,20108910.9,0,0,2,1,0,0,0,0,0,19,3,0,"Comedy, Mystery, Romance",English,Paramount,3
97.0,5.4,1454.0,745336.5,19321048.6,0,0,0,0,0,0,0,0,0,9,0,0,"War, Drama",English,MGM,10
98.0,4.7,15912.0,36360894.4,27049468.0,0,0,0,0,0,0,0,0,0,19,2,3,"Horror, Thriller",English,MGM,9
101.0,6.5,166.0,36436921.4,27049468.0,0,0,0,1,0,0,0,0,0,5,0,0,"Drama, Music",French,Other,6
76.0,4.8,561.0,1512034.3,7076012.0,0,0,1,0,0,0,0,0,0,1,0,0,"Animation, Comedy, Family",English,Other,3
83.0,3.8,643.0,52357712.7,180329.8,0,0,0,0,0,0,0,0,0,0,1,0,Horror,English,Other,1
102.0,5.8,3593.0,35027.0,10724752.5,0,0,0,0,0,0,0,0,0,13,1,1,"Crime, Drama, Horror",English,Other,9
102.0,5.7,1137.0,951028.2,10724752.5,0,0,0,0,0,0,0,0,0,9,0,0,Drama,English,Other,1
95.0,5.5,2026.0,104068.3,15456838.8,0,0,0,0,0,0,0,0,0,10,0,0,"Horror, Sci-Fi",English,Other,3
86.0,6.2,18667.0,104068.3,9016489.3,0,0,0,0,0,0,0,0,0,11,0,0,"Fantasy, Horror",English,De Laurentiis,1
128.0,5.9,7601.0,11297702.3,9016489.3,0,0,6,0,0,0,0,0,0,19,1,5,"Comedy, Drama, Romance",English,Sony,10
89.0,3.8,233.0,54182060.2,38642097.1,0,0,0,2,0,0,0,0,0,4,0,0,"Action, Drama",English,Other,10
133.0,8.0,448797.0,914079927.6,64403495.2,1,0,9,0,0,0,0,0,0,22,5,3,Drama,English,United Artists,3
170.0,4.4,183.0,914079927.6,64403495.2,0,0,0,0,0,0,0,0,0,7,0,0,"Action, Drama, Romance",Hindi,Other,5
102.0,5.8,113870.0,486930639.6,162296807.8,0,1,4,0,0,0,0,0,0,19,0,8,"Action, Adventure, Thriller",English,Other,8
97.0,6.3,1836.0,506786410.5,168914851.5,2,0,0,0,1,0,0,0,0,15,8,2,"Drama, Thriller",English,De Laurentiis,10
104.0,6.1,60503.0,2051555.3,19321048.6,0,0,0,0,0,0,0,0,0,35,7,4,"Action, Comedy, Crime",English,Other,1
90.0,5.4,439.0,90151105.7,74708054.4,0,0,0,0,0,0,0,0,0,0,0,0,"Horror, Sci-Fi",English,Other,7
89.0,5.8,17180.0,23715747.3,15972066.8,0,0,0,0,0,0,0,0,0,11,1,0,"Comedy, Horror, Sci-Fi",English,Other,4
110.0,6.6,2145.0,23715747.3,15972066.8,0,0,0,0,0,0,0,0,0,11,0,0,"Adventure, Drama, Western",English,Other,3
101.0,6.0,259.0,27675469.9,17595034.9,0,0,0,0,0,0,0,0,0,5,0,0,"Comedy, Drama",English,Other,6
116.0,7.7,12922.0,7336694.2,18032978.6,4,1,8,0,5,0,0,0,0,10,9,1,"Crime, Drama, Music",English,Other,9
121.0,6.0,5695.0,37472127.8,1094859.4,0,0,1,0,0,0,0,0,0,13,1,1,"Comedy, Drama, Musical",English,Sony,2
101.0,7.0,78705.0,155414799.8,82436473.8,0,0,9,0,0,0,0,0,0,20,7,0,"Comedy, Drama, Fantasy",English,Paramount,12
98.0,6.5,20753.0,155414799.8,82436473.8,0,0,2,1,0,0,0,0,0,14,2,0,"Fantasy, Horror",English,Universal,6
90.0,4.7,215.0,50479539.4,18032978.6,0,0,2,1,0,0,0,0,0,10,1,0,"Action, Crime, Drama",English,Other,9
97.0,6.0,2570.0,25936676.0,15456838.8,0,0,0,0,0,0,0,0,0,5,3,3,"Action, Crime, Drama",English,Other,5
106.0,5.9,10726.0,41299918.6,51522796.1,0,0,0,0,0,0,0,0,0,14,4,8,"Comedy, Drama, Romance",English,Paramount,2
110.0,6.8,10922.0,41218236.9,51522796.1,0,0,7,0,0,1,0,0,0,20,3,0,"Action, Adventure, Crime",English,Disney,7
110.0,5.7,22573.0,75480896.3,38642097.1,0,0,1,1,0,0,0,0,0,14,1,2,"Comedy, Drama, Family",English,Sony,3
91.0,4.9,202.0,55722130.7,25761398.1,0,0,2,0,0,0,0,0,0,16,0,3,Action,English,Other,9
102.0,5.7,3665.0,11835950.7,41218236.9,0,1,13,1,0,0,0,0,0,16,13,10,"Crime, Mystery, Thriller",English,Medusa,4
86.0,3.2,717.0,11835950.7,41218236.9,0,0,0,0,0,0,0,0,0,2,0,1,"Comedy, Family, Fantasy",Portuguese,Other,6
101.0,5.7,748.0,3588495.8,23185258.3,0,1,7,0,0,0,0,0,0,15,1,0,"Comedy, Drama, Romance",English,Other,9
105.0,6.0,3144.0,23520153.9,46370516.5,0,9,8,0,0,0,0,0,0,50,2,6,"Comedy, Crime",English,Sony,11
80.0,7.0,169.0,23520153.9,46370516.5,0,1,1,0,0,0,0,0,0,3,3,2,"Animation, Biography, Comedy",French,Other,12
110.0,7.3,11831.0,8935526.4,64403.5,1,0,0,0,0,0,0,0,0,9,4,0,Drama,English,Other,12
90.0,6.4,147.0,9299894.0,10724752.5,0,0,2,1,1,0,0,0,0,5,0,0,"Drama, Musical, Romance",Spanish,Other,4
96.0,4.5,821.0,257557.3,5667507.6,0,2,2,0,0,1,0,0,0,16,0,2,"Comedy, Drama",English,Other,1
115.0,6.1,27153.0,106375384.4,59251215.6,0,3,3,1,0,0,0,0,0,38,1,4,"Crime, Drama, Romance",English,Other,5
88.0,4.9,1237.0,260250887.3,56522855.6,0,0,2,0,0,0,0,0,0,20,0,0,"Horror, Sci-Fi",English,Other,1
94.0,7.3,100034.0,33512817.3,10304559.2,0,0,1,2,0,0,0,0,0,17,8,6,"Action, Horror, Sci-Fi",English,Other,11
100.0,7.0,2981.0,33512817.3,10304559.2,0,1,0,0,0,0,0,0,0,19,1,4,"Comedy, Crime, Drama",English,Sony,10
118.0,5.1,335.0,3123536.0,21897188.4,0,2,6,0,0,0,0,0,0,13,0,0,"Drama, War",English,Other,4
86.0,8.2,247142.0,78512260.7,9531717.3,0,0,0,0,0,0,0,0,0,4,1,1,"Animation, Family, Fantasy",Japanese,Other,4
94.0,4.8,305.0,105621732.1,9531717.3,0,0,2,0,0,0,0,0,0,10,0,0,"Action, Adventure, Sci-Fi",Italian,Other,8
91.0,5.9,1824.0,1105236.1,12880699.0,0,1,0,0,1,0,0,0,0,21,1,2,"Drama, Mystery",English,Other,7
84.0,5.3,343.0,1105236.1,12880699.0,0,0,0,0,0,0,0,0,0,16,0,0,"Action, Comedy",English,De Laurentiis,10
110.0,6.9,14252.0,50627943.1,59251215.6,2,2,4,0,2,0,0,0,0,33,10,1,"Biography, Drama",English,Twentieth Century Fox,8
101.0,5.3,700.0,50627943.1,59251215.6,0,0,0,0,0,0,0,0,0,9,0,2,Comedy,Finnish,Other,8
107.0,6.0,106305.0,558028947.7,38642097.1,0,0,6,0,0,0,0,0,0,26,3,0,"Comedy, Crime",English,Universal,3
93.0,5.2,1843.0,532333207.6,36862731.9,0,0,0,1,0,0,0,0,0,26,0,0,"Comedy, Drama",English,Other,6
171.0,7.3,31883.0,25778931.3,43794376.7,0,2,0,0,1,1,0,0,0,7,2,2,"Drama, Romance",English,Other,5
90.0,3.7,146.0,25778931.3,43794376.7,0,0,0,0,0,0,0,0,0,3,0,0,Horror,English,Other,11
99.0,5.7,3141.0,4852960.5,46370516.5,0,0,0,0,0,0,0,0,0,8,0,1,"Adventure, Comedy, Romance",English,Other,8
90.0,4.3,404.0,4629494.7,4629959.1,0,0,0,0,0,0,0,0,0,6,0,0,"Comedy, Crime",English,Other,6
95.0,6.4,104.0,631687.1,14253589.7,0,0,0,0,0,0,0,0,0,0,0,0,"Biography, Drama, War",German,Other,4
90.0,6.0,351.0,2081814.6,7728419.4,0,0,3,1,0,0,0,0,0,9,2,1,Comedy,English,Other,9
104.0,7.7,171731.0,849621104.7,180329786.5,0,0,2,1,2,1,0,0,0,22,4,1,"Animation, Adventure, Comedy",English,Disney,12
94.0,4.7,129.0,849621104.7,180329786.5,0,0,1,1,1,0,0,0,0,24,0,0,Drama,English,Other,9
126.0,7.3,94689.0,147535173.8,90164893.2,0,2,2,0,0,0,0,0,0,8,3,6,"Action, Adventure, Drama",English,MGM,12
95.0,4.3,1537.0,147535173.8,90164893.2,0,0,1,0,0,0,0,0,0,13,0,1,Horror,Italian,Other,8
113.0,6.8,48686.0,265231584.9,72131914.6,4,0,6,0,1,0,0,0,0,29,7,0,"Comedy, Drama, Romance",English,Twentieth Century Fox,5
112.0,6.8,1362.0,265789708.1,72131914.6,0,0,0,0,0,1,0,0,0,16,0,0,Drama,English,Other,1
107.0,6.9,51329.0,117630552.1,33489817.5,0,0,0,1,0,0,0,0,0,20,1,1,"Action, Western",English,Morgan Creek Entertainment,2
109.0,6.3,203.0,115222088.0,33489817.5,1,0,4,1,5,1,0,0,0,20,0,0,"Biography, Drama",English,Other,10
102.0,6.9,63498.0,120668907.0,44235278.3,0,0,5,1,0,0,0,0,0,31,5,0,"Comedy, Mystery, Thriller",English,Other,2
60.0,5.8,321.0,120668907.0,44235278.3,0,0,0,0,0,0,0,0,0,1,0,0,"Comedy, Drama",German,Other,2
145.0,7.6,154141.0,221176632.3,172026082.3,0,0,1,0,0,0,0,0,0,12,2,2,"Adventure, Drama, Mystery",English,Twentieth Century Fox,10
101.0,5.9,301.0,221176632.3,172026082.3,0,0,4,0,0,0,0,0,0,23,1,0,"Drama, Romance",English,Other,9
126.0,7.2,48195.0,20823254.9,120125399.2,0,2,1,0,0,0,0,0,0,17,3,2,"Adventure, Comedy, Fantasy",English,Other,3
90.0,5.6,1500.0,19864399.7,114593946.0,0,0,0,0,0,0,0,0,0,11,0,1,"Horror, Thriller",English,Other,11
84.0,6.8,33464.0,66598735.3,33913713.4,0,0,9,0,0,0,0,0,1,38,2,1,"Animation, Comedy, Drama",English,Other,4
89.0,3.6,138.0,66598735.3,33913713.4,0,0,3,1,2,0,0,0,0,27,0,0,Comedy,English,Other,2
122.0,6.4,26487.0,182187392.6,76182979.3,3,3,15,0,3,0,0,0,0,27,10,9,"Fantasy, Romance",English,Universal,3
90.0,5.2,118.0,182187392.6,76182979.3,0,0,0,0,0,0,0,0,0,2,0,0,Comedy,English,Other,9
108.0,7.8,440176.0,825434785.4,98300618.4,0,2,5,0,2,3,0,0,0,24,5,8,"Adventure, Comedy, Sci-Fi",English,Universal,11
116.0,5.4,3075.0,774109063.1,93266152.2,0,0,7,1,0,0,0,0,0,48,2,0,"Action, Comedy, Crime",English,Other,4
126.0,7.5,320326.0,1011407260.6,86013041.1,0,0,11,3,0,0,0,0,0,39,2,0,"Action, Adventure",English,Warner,8
201.0,6.5,167.0,1010896340.7,86013041.1,0,0,0,0,0,0,0,0,0,9,1,0,"Action, Drama",Hindi,Other,7
97.0,6.4,11296.0,4177776.3,12287577.3,0,0,6,0,0,0,0,0,0,21,0,0,"Action, Drama, Sport",English,Other,11
85.0,3.2,122.0,4177776.3,12287577.3,0,0,3,0,0,0,0,0,1,11,0,0,Comedy,English,Other,5
100.0,6.2,4462.0,288667.1,12287577.3,0,0,0,0,0,0,0,0,0,25,0,1,"Comedy, Drama, Romance",English,Other,12
90.0,6.9,103007.0,288667.1,12287577.3,0,0,0,0,0,0,0,0,0,8,1,0,"Adventure, Comedy, Music",English,De Laurentiis,2
89.0,4.4,351.0,99492609.3,24575154.6,0,0,0,0,0,0,0,0,0,9,2,3,"Drama, Fantasy, Horror",English,Twentieth Century Fox,1
125.0,6.7,46487.0,329828200.2,73725463.8,0,0,2,0,0,0,0,0,0,20,4,0,"Action, Crime, Thriller",English,Paramount,1
105.0,5.7,223.0,329828200.2,73725463.8,0,0,3,1,0,0,0,0,0,41,0,2,"Thriller, Drama",English,Other,10
86.0,6.4,13643.0,6615722.5,24575154.6,0,0,1,2,0,0,0,0,0,23,1,0,"Action, Comedy, Crime",English,Sony,3
93.0,5.6,1094.0,107322.2,9830061.8,0,0,4,1,0,0,0,0,0,18,0,0,"Comedy, Drama, Romance",English,Other,11
100.0,4.6,411.0,101825.7,9326615.2,0,0,0,0,0,0,0,0,0,1,0,0,"Horror, Thriller",English,Other,3
145.0,7.2,91565.0,395664162.1,34405216.5,2,5,1,0,0,0,0,0,0,15,5,8,"Biography, Drama, War",English,Other,3
94.0,6.0,1348.0,395664162.1,34405216.5,0,0,3,1,4,0,0,0,0,36,1,7,"Adventure, Comedy",English,MGM,10
93.0,4.8,953.0,166811.2,39320247.4,0,0,7,0,0,0,0,0,0,18,1,1,"Adventure, Comedy, Romance",English,Other,4
99.0,6.8,103.0,166811.2,39320247.4,0,0,0,1,0,0,0,0,0,4,0,1,"Comedy, Drama",Cantonese,Other,9
100.0,5.1,539.0,153361252.4,120909760.7,0,0,0,0,0,0,0,0,0,12,1,0,"Action, Drama",English,Other,9
89.0,4.9,383.0,350878.0,18032978.6,0,0,0,0,0,0,0,0,0,5,0,0,"Fantasy, Horror, Thriller",English,Other,8
113.0,7.1,38787.0,45885050.2,55294097.9,0,0,5,0,0,0,0,0,0,18,9,0,"Crime, Drama, War",English,Sony,2
90.0,5.3,1056.0,45885050.2,55294097.9,0,0,5,0,0,0,0,0,0,40,1,3,"Crime, Drama, Thriller",English,Other,4
106.0,6.1,518.0,9058.4,1966012.4,0,0,1,0,0,0,0,0,0,16,0,0,"Action, Comedy, Drama",English,Other,10
108.0,6.5,10021.0,40004886.6,39320247.4,0,0,6,0,0,0,0,0,0,21,1,1,"Comedy, Fantasy, Romance",English,Sony,3
186.0,6.8,1425.0,40057502.0,39320247.4,0,0,0,0,0,0,0,0,0,9,1,0,"Drama, Musical, Romance",Hindi,Other,9
97.0,7.2,817.0,32684338.8,18480516.3,0,0,3,0,0,0,0,0,0,8,0,0,"Comedy, Drama",Italian,Medusa,4
83.0,6.0,819.0,20037787.3,12287577.3,0,0,0,0,0,0,0,0,0,6,0,0,"Adventure, Family",English,Other,8
90.0,3.8,446.0,20037787.3,12287577.3,0,0,1,0,0,0,0,0,0,12,0,0,Horror,English,Other,12
107.0,5.6,5129.0,1204182.6,12287577.3,0,0,1,1,0,0,0,0,0,21,1,2,"Biography, Drama, Horror",English,Other,11
108.0,7.3,3178.0,4475966.2,11658269.0,0,0,0,0,0,0,0,0,0,3,0,0,"Comedy, Drama, Romance",French,Other,4
94.0,5.3,996.0,18983572.1,5652285.6,0,3,11,1,0,1,0,0,0,16,1,3,"Comedy, Crime",English,Other,8
109.0,6.3,4023.0,54130142.4,31947701.0,0,0,7,0,0,0,0,0,0,16,1,1,"Comedy, Romance",English,Paramount,9
90.0,5.7,321.0,54139065.6,31947701.0,0,0,5,1,0,0,0,0,0,16,1,0,"Action, Crime, Drama",English,Other,11
104.0,7.9,51396.0,44861212.4,46692793.8,5,8,21,0,7,5,0,0,0,8,17,17,"Comedy, Drama",English,Other,8
93.0,3.7,117.0,44861212.4,46692793.8,0,0,4,0,0,0,0,0,1,21,0,0,"Crime, Horror, Thriller",English,Other,5
96.0,6.8,955.0,24512355.3,12287577.3,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,French,Other,7
86.0,5.1,27500.0,24984230.2,1228757.7,0,0,0,0,0,0,0,0,0,4,2,0,"Action, Sci-Fi, Thriller",English,MGM,4
117.0,6.3,4289.0,24984230.2,1228757.7,0,0,24,0,0,0,0,0,0,21,0,1,"Comedy, Drama",English,Universal,11
76.0,4.3,205.0,48506477.0,46692793.8,0,0,0,0,1,0,0,0,0,0,0,0,"Drama, Thriller",Mandarin,Other,11
96.0,6.8,34605.0,827718.2,25558160.8,0,0,1,2,0,0,0,0,0,8,0,2,"Horror, Thriller",English,Other,12
128.0,8.1,383245.0,19230058.5,25558160.8,2,1,4,0,0,1,0,0,0,9,5,0,"Comedy, Drama",English,Disney,9
102.0,6.1,3044.0,579629881.7,40303253.6,0,0,2,0,0,0,0,0,0,19,5,0,"Action, Crime, Drama",English,Other,9
105.0,5.3,9389.0,20012101.3,19660123.7,0,0,0,0,0,0,0,0,0,1,3,0,"Action, Horror, Sci-Fi",English,Other,1
101.0,5.5,816.0,20012101.3,19660123.7,0,0,2,3,0,0,0,0,0,8,0,1,"Drama, Romance",English,Warner,12
120.0,7.9,77607.0,91697820.0,15973850.5,0,1,1,0,0,0,0,0,0,17,2,2,"Comedy, Drama",English,Other,7
142.0,8.3,22949.0,96090014.8,16744908.7,0,0,0,0,0,0,0,0,0,0,0,2,"Comedy, Crime, Drama",Other,Other,9
113.0,6.5,11994.0,70998211.5,36862731.9,0,0,0,0,1,0,0,0,0,32,4,0,"Comedy, Crime, Thriller",English,Universal,12
99.0,7.4,91253.0,13645209.6,18431366.0,1,1,3,0,0,0,0,0,0,35,6,0,Drama,English,Other,3
101.0,7.3,30242.0,358289279.1,18431366.0,0,0,1,0,0,0,0,0,0,14,1,1,"Crime, Drama",English,Other,3
106.0,7.0,4645.0,11622455.7,6143788.7,0,1,8,0,0,0,0,0,0,27,0,2,"Drama, Thriller",Other,Other,9
100.0,5.3,19018.0,10088944.1,25761398.1,0,0,0,0,0,0,0,0,0,25,2,0,"Comedy, Musical, Romance",English,De Laurentiis,2
94.0,4.3,288.0,9624375.2,24575154.6,0,0,2,0,0,0,0,0,0,6,0,1,"Action, Comedy",English,Other,8
119.0,6.6,1843.0,19056978.1,23346396.9,0,1,2,0,0,0,0,0,0,11,6,1,"Comedy, Drama, Romance",English,Morgan Creek Entertainment,12
114.0,6.8,20602.0,45289316.5,31947701.0,0,0,3,0,0,0,0,0,0,37,0,1,"Comedy, Drama, Music",English,Other,5
110.0,5.7,11300.0,45289316.5,31947701.0,4,0,11,0,5,0,0,0,0,49,10,2,"Crime, Drama",English,Sony,4
117.0,6.3,2490.0,29143.7,49150309.2,0,1,2,0,0,0,0,0,0,20,2,4,"Action, Adventure, Drama",English,Other,3
92.0,4.6,624.0,5949441.0,39320247.4,0,0,1,0,0,0,0,0,0,5,0,0,Comedy,English,Other,4
127.0,6.5,6512.0,8756525.7,73725463.8,2,1,8,0,1,1,0,0,0,21,2,4,"Biography, Drama, History",English,Paramount,10
86.0,6.6,301.0,207492023.8,36862731.9,0,0,0,0,0,0,0,0,0,1,1,0,"Drama, Romance",French,Other,9
95.0,6.1,18475.0,96951344.2,19660123.7,0,0,3,1,0,0,0,0,0,31,7,4,"Comedy, Crime, Mystery",English,Universal,6
105.0,5.0,20272.0,86384027.7,19772579.6,0,0,1,0,0,0,0,0,0,13,0,2,"Horror, Sci-Fi",English,Other,10
91.0,3.8,1051.0,95605163.9,8601304.1,0,0,0,0,0,0,0,0,0,0,0,0,"Sci-Fi, Horror",English,Other,5
86.0,6.3,392.0,469510.8,8601304.1,0,0,3,0,0,0,0,0,0,9,0,0,Drama,French,Other,4
100.0,4.6,30677.0,35250542.8,35633974.2,0,0,0,1,0,0,0,0,0,1,0,3,"Adventure, Horror, Thriller",English,Paramount,7
104.0,5.9,10655.0,36065957.3,12880699.0,0,0,1,0,0,0,0,0,0,19,1,7,"Comedy, Horror, Thriller",English,Other,5
108.0,6.6,171670.0,529335898.9,90928072.1,0,0,4,2,0,0,0,0,0,42,4,9,"Action, Comedy, Fantasy",English,Sony,12
119.0,5.4,526.0,554886958.8,95317172.9,0,0,6,1,0,0,0,0,0,4,2,0,"Drama, Fantasy, Romance",English,Other,9
100.0,6.3,6603.0,6825208.5,24575154.6,0,0,1,0,0,0,0,0,0,12,0,0,"Action, Drama, Mystery",English,Other,1
120.0,7.7,600.0,7154661.6,25761398.1,0,0,0,0,0,0,0,0,0,0,0,0,"Drama, Thriller",Other,Other,6
122.0,7.8,114793.0,66301717.6,44235278.3,0,0,3,0,1,0,0,0,0,20,1,1,"Biography, Drama, History",English,Sony,2
98.0,6.9,15177.0,65931121.8,44235278.3,0,0,0,0,0,0,0,0,0,1,2,2,Comedy,Other,Other,10
90.0,5.3,744.0,18032978.6,12880699.0,0,0,0,0,0,0,0,0,0,1,0,0,"Horror, Thriller",English,Other,12
