duration,converted_budget,dir_oscar_nomination,writer_oscar_nomination,cast_globe_nomination,BAFTA_act_nom,BAFTA_dir_nom,BAFTA_writer_nom,dir_emmy_nom,writer_emmy_nom,act_emmy_nom,actors_films_before,director_films_before,writers_films_before,genre,language,production_company,month_published,revenue_cluster
121.0,10051691.0,0,0,0,0,0,0,0,0,0,1,3,0,"Biography, Crime, Drama",English,Universal,10,0
82.0,1005169.1,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Horror, Sci-Fi",Other,Other,7,0
116.0,46907891.1,0,3,4,0,0,1,0,0,0,12,0,2,"Adventure, Romance",English,Other,5,2
100.0,41882045.6,0,0,0,0,0,0,0,0,0,1,0,4,"Adventure, Drama, History",Other,Other,12,2
94.0,40206763.8,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Crime",Cantonese,Other,7,2
92.0,8376409.1,0,0,0,0,0,0,0,0,0,22,0,6,Horror,English,De Laurentiis,4,2
104.0,8376409.1,0,1,3,0,0,0,0,0,0,8,0,1,"Drama, Horror, Thriller",English,Amazon,4,2
111.0,21778663.7,1,0,3,0,0,0,0,0,0,7,4,0,"Horror, Mystery, Thriller",English,Other,5,1
98.0,11391916.4,0,0,8,1,0,0,0,0,0,6,0,0,"Comedy, Drama",English,Other,3,2
78.0,33505636.5,0,0,5,1,0,0,0,0,0,10,1,0,"Comedy, Sci-Fi",English,Universal,12,0
96.0,50372717.9,0,0,2,1,0,0,0,0,0,5,0,0,"Western, Drama",English,Other,9,0
86.0,31160242.0,0,0,0,0,0,0,0,0,0,3,0,0,"Animation, Adventure, Fantasy",English,Sony,12,1
105.0,29360051.8,0,0,0,0,0,0,0,0,0,10,0,1,"Drama, Romance",French,Other,11,2
92.0,36856200.2,0,2,12,1,0,0,0,0,0,19,5,6,"Comedy, History",English,Other,12,2
93.0,36856200.2,0,0,0,0,0,0,0,0,0,2,0,0,Comedy,Dutch,Other,10,2
107.0,80413527.6,3,0,9,1,4,0,0,0,0,8,4,0,"Action, Comedy",English,Other,12,0
89.0,80413527.6,0,0,0,0,0,0,0,0,0,3,0,1,"Horror, Thriller",English,MGM,4,1
91.0,3350563.7,0,0,0,0,0,0,0,0,0,4,0,0,Horror,English,Other,4,2
90.0,3350563.7,0,0,1,0,0,0,0,0,0,2,0,0,"Crime, Drama",English,Other,4,2
90.0,6701127.3,0,0,0,0,0,0,0,0,0,10,0,1,Drama,English,Universal,5,0
92.0,6701127.3,0,0,0,0,0,0,0,0,0,55,0,0,Horror,English,Other,11,1
98.0,60310145.7,0,2,0,2,0,0,0,0,0,9,1,4,"Action, Adventure, Western",English,Other,5,0
84.0,60310145.7,0,0,0,0,0,0,0,0,0,1,1,1,Comedy,Spanish,Other,9,0
120.0,6701127.3,0,0,0,0,0,0,0,0,0,4,0,0,"Drama, Music, Romance",English,Other,1,3
96.0,6701127.3,0,0,0,0,0,0,0,0,0,3,1,1,"Action, Adventure, Sci-Fi",English,Other,4,2
88.0,6701127.3,0,0,0,0,0,0,0,0,0,0,0,0,"Horror, Thriller",English,Other,2,2
85.0,947098.4,0,0,2,0,0,0,0,0,0,7,1,0,"Horror, Mystery, Thriller",Spanish,Other,8,0
93.0,26804509.2,0,0,1,0,0,0,0,0,0,7,0,0,"Comedy, Fantasy, Sci-Fi",English,Twentieth Century Fox,12,2
93.0,26804509.2,0,0,2,0,0,0,0,0,0,4,0,0,"Comedy, Romance",English,Sony,3,2
129.0,16752818.3,1,0,5,0,0,0,0,0,0,17,1,0,"Biography, Drama",English,Paramount,1,2
100.0,63768801.9,0,0,0,0,0,0,0,0,0,6,0,0,"Adventure, Comedy, Horror",English,Other,4,0
90.0,207734.9,0,0,0,0,0,0,0,0,0,0,1,0,"Horror, Mystery, Thriller",English,Other,2,0
110.0,7371240.0,1,0,0,0,2,0,0,0,0,1,2,0,"Biography, Comedy, Drama",English,Other,10,0
122.0,1591517.7,0,0,0,0,0,0,0,0,0,7,1,0,"Comedy, Drama",Hindi,Other,2,0
94.0,28479791.0,1,1,1,0,0,0,0,0,0,8,3,2,Comedy,English,Sony,12,2
103.0,28479791.0,0,0,0,0,0,0,0,0,0,13,0,0,Horror,English,Other,5,2
105.0,1578497.4,1,0,4,4,0,0,0,0,0,11,1,0,"Drama, Family, History",English,Disney,2,0
99.0,16752818.3,0,0,3,0,0,0,0,0,0,7,1,2,"Action, Crime, Thriller",English,Universal,4,2
97.0,16752818.3,0,0,0,0,0,0,0,0,0,0,1,0,Horror,English,Other,10,2
97.0,50258454.8,0,0,5,1,0,0,0,0,0,10,0,0,"Comedy, Romance",English,Other,3,2
109.0,53609018.4,0,0,0,0,0,0,0,0,0,24,0,1,"Action, Crime, Sci-Fi",English,Other,9,2
82.0,59149357.9,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,English,Other,2,2
131.0,163306.5,0,0,6,1,1,0,0,0,0,5,0,0,"Drama, War",Italian,Other,11,1
108.0,73712400.3,1,1,3,1,0,0,0,0,0,9,2,0,"Drama, Musical, Romance",English,MGM,1,0
99.0,81330367.1,0,0,0,0,0,1,0,0,0,0,0,0,Comedy,English,Other,7,0
129.0,1005169.1,0,0,0,0,0,0,0,0,0,3,0,0,"Adventure, Crime, Drama",French,Other,3,3
122.0,40206763.8,0,0,6,1,0,0,0,0,0,15,0,3,"Crime, Drama, Romance",English,Other,10,0
105.0,40206763.8,0,0,0,0,0,0,0,0,0,10,0,0,"Action, Crime, Romance",French,Other,9,0
167.0,28814847.4,3,2,0,0,5,0,0,0,0,2,6,1,"Crime, Drama",English,Amazon,8,0
87.0,28814847.4,0,0,1,0,0,0,0,0,0,3,0,0,Comedy,English,Other,6,0
108.0,9381578.2,0,0,0,0,0,0,0,0,0,5,4,1,"Action, Crime, Drama",French,Other,10,2
100.0,40206763.8,0,0,1,3,0,0,0,0,0,15,2,0,"Adventure, Crime, Thriller",English,Universal,11,0
108.0,2636226.8,0,0,1,0,0,0,0,0,0,20,0,0,"Action, Adventure, Drama",English,Other,2,0
115.0,60310145.7,2,2,0,2,2,0,0,0,0,15,4,5,"Action, Adventure",English,Paramount,8,2
105.0,60310145.7,0,0,0,0,0,0,0,0,0,3,2,2,"Adventure, Drama, Family",Other,Other,12,2
195.0,107218036.8,2,4,16,2,0,0,0,0,0,20,0,1,"Biography, Drama, History",English,Other,5,2
117.0,110494818.7,0,0,0,0,0,0,0,0,0,2,0,0,Drama,English,Other,10,2
102.0,5863486.4,0,0,0,0,0,0,0,0,0,2,0,0,"Adventure, Thriller",English,Other,11,1
104.0,56959582.1,0,0,0,0,0,0,0,0,0,4,0,0,"Action, Drama",Cantonese,Other,2,0
122.0,3957525.0,0,0,6,2,0,0,0,0,0,30,1,0,"Action, Crime, Drama",English,Other,12,2
94.0,58634863.9,0,0,0,0,0,0,0,0,0,9,1,2,"Comedy, Musical",English,Twentieth Century Fox,10,2
98.0,26804509.2,0,0,0,0,0,0,0,0,0,7,0,0,"Comedy, Sci-Fi",French,Other,12,2
118.0,46907891.1,1,0,0,1,0,0,0,0,0,17,4,0,"Adventure, Mystery, Thriller",English,Amazon,2,0
90.0,46907891.1,0,0,1,0,0,0,0,0,0,12,0,0,"Adventure, Drama",English,Other,9,0
106.0,33505636.5,0,0,0,0,0,0,0,0,0,14,0,2,"Comedy, War",English,Sony,1,2
86.0,33505636.5,0,0,0,0,0,0,0,0,0,1,2,2,"Comedy, Horror, Mystery",English,Paramount,8,2
100.0,11726972.8,0,0,3,0,0,0,0,0,0,15,1,0,Comedy,English,Other,5,2
126.0,46907891.1,0,0,5,0,0,0,0,0,0,10,1,0,Drama,English,Other,12,2
115.0,46907891.1,0,0,1,0,0,0,0,0,0,6,0,1,"Adventure, Drama",English,MGM,7,2
123.0,18428100.1,0,0,4,0,0,0,0,0,0,6,0,0,"Action, Crime, Drama",English,Other,3,0
101.0,18428100.1,0,0,1,0,0,0,0,0,0,0,0,1,"Biography, Music",English,Warner,4,0
97.0,16752818.3,0,0,3,0,0,0,0,0,0,19,1,0,"Drama, Sci-Fi",English,Other,9,0
108.0,33505636.5,0,0,8,4,0,0,0,0,0,29,1,2,"Crime, Drama",English,Other,1,0
98.0,67011273.0,0,0,2,1,0,0,0,0,0,12,1,0,Comedy,English,Other,7,2
105.0,67011273.0,0,0,0,0,0,0,0,0,0,7,0,0,Thriller,French,Other,11,0
116.0,33505636.5,4,0,6,0,1,0,0,0,0,13,11,0,"Drama, Sport, War",English,Other,2,0
85.0,33505636.5,0,0,0,0,0,0,0,0,0,3,1,0,Comedy,French,Other,1,2
119.0,43557327.5,0,0,3,0,0,0,0,0,0,14,2,0,Drama,English,MGM,7,0
115.0,56959582.1,0,0,2,0,0,0,0,0,0,4,0,1,"Horror, Thriller",English,Amazon,1,0
110.0,56959582.1,0,0,0,0,0,0,0,0,0,6,1,2,"Action, Drama",Cantonese,Other,8,0
96.0,37883937.8,0,0,1,0,0,0,0,0,0,10,2,1,"Action, Comedy, Crime",English,Paramount,6,2
94.0,36704819.3,0,0,0,0,0,0,0,0,0,0,0,0,"Biography, Drama",English,Other,2,2
85.0,789248.7,0,0,7,0,0,0,0,0,0,21,0,1,"Comedy, Sci-Fi",English,Paramount,2,2
104.0,15784974.1,0,0,0,0,0,0,0,0,0,10,1,0,Horror,English,De Laurentiis,1,0
97.0,15784974.1,0,0,0,0,0,0,0,0,0,0,0,0,Drama,Portuguese,Other,11,0
126.0,157849740.9,4,0,18,0,1,0,0,0,0,11,12,0,"Comedy, Drama, Family",English,Sony,7,2
91.0,110494818.7,0,0,0,0,0,0,0,0,0,3,2,1,"Action, Sci-Fi",Italian,Other,1,2
90.0,34726943.0,0,0,3,0,0,0,0,0,0,16,0,0,Western,English,Other,2,0
91.0,110494.8,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Horror",English,Other,4,0
118.0,25255958.5,0,0,0,0,0,0,0,0,0,6,1,1,"Action, Adventure, Fantasy",English,Other,8,0
57.0,25255958.5,0,0,0,0,0,0,0,0,0,0,0,0,"Drama, War",Other,Other,6,0
116.0,47354922.3,2,3,12,0,0,0,0,0,0,25,5,1,"Comedy, Drama, Romance",English,Warner,5,2
114.0,47354922.3,0,0,7,1,0,0,0,0,0,25,1,0,"Comedy, Musical",English,Universal,7,2
89.0,107055722.9,0,0,9,1,4,4,0,0,0,20,2,2,Comedy,English,Other,2,2
117.0,88395854.9,0,0,0,0,0,0,0,0,0,22,1,0,"Action, Sci-Fi, Thriller",English,Other,10,2
98.0,88395854.9,0,0,2,0,0,0,0,0,0,11,0,0,"Crime, Horror",English,Other,11,2
108.0,69453886.0,1,1,8,2,3,0,0,0,0,24,2,4,"Crime, Drama, Western",English,Other,2,0
77.0,1578497.4,0,0,2,0,0,0,0,0,0,4,2,2,"Sci-Fi, Thriller",English,Other,8,3
120.0,35674041.5,0,4,6,1,0,0,0,0,0,10,0,2,"Comedy, Drama, Romance",English,Other,2,0
118.0,35674041.5,0,0,3,0,0,1,0,0,0,7,2,0,"Fantasy, Horror, Thriller",English,RKO,11,0
80.0,63139.9,0,0,0,0,0,0,0,0,0,0,0,0,"Drama, Mystery",English,Other,6,0
109.0,2683445.6,2,0,6,0,2,0,0,0,0,27,6,0,"Comedy, Drama",English,Other,4,1
99.0,2683445.6,0,0,1,1,0,0,0,0,0,6,0,1,"Crime, Drama, Thriller",English,Other,1,1
120.0,25255958.5,0,0,1,1,0,0,0,0,0,16,2,2,"Comedy, Fantasy, Horror",English,Other,6,2
85.0,25255958.5,0,0,0,0,0,0,0,0,0,1,2,0,"Comedy, Musical",Spanish,Other,9,2
93.0,47354922.3,0,0,0,0,0,0,0,0,0,3,0,0,"Adventure, Family, Fantasy",English,Other,2,2
88.0,47354922.3,0,0,0,0,0,0,0,0,0,1,0,0,"Drama, Horror",English,Other,1,2
88.0,28412953.4,0,0,26,3,0,0,0,0,0,14,0,0,"Comedy, Crime, Mystery",English,Other,5,2
87.0,28412953.4,0,0,0,0,0,0,0,0,0,13,2,0,"Horror, Sci-Fi, Thriller",English,Other,10,2
110.0,15784974.1,0,2,0,0,0,0,0,0,0,7,0,0,"Comedy, Drama",English,MGM,5,0
108.0,15784974.1,0,0,2,0,0,0,0,0,0,6,0,0,"Drama, War",English,Other,11,0
95.0,1087414.3,0,0,0,0,0,0,0,0,0,0,1,0,"Adventure, Comedy, Drama",English,Other,8,0
115.0,33148445.6,3,1,0,0,3,0,0,0,0,4,5,1,"Family, Sci-Fi",English,Universal,12,2
90.0,33148445.6,0,0,0,0,0,0,0,0,0,3,0,0,"Comedy, Crime",English,Other,3,2
85.0,1172697.3,0,0,1,0,0,0,0,0,0,24,13,6,Horror,English,Other,10,1
117.0,1104948.2,0,0,11,2,1,0,0,0,0,18,5,4,"Drama, Mystery",English,Other,3,2
80.0,31569948.2,0,3,0,0,0,0,0,0,0,1,0,0,Drama,English,Other,12,0
188.0,18941968.9,2,4,0,0,1,0,0,0,0,0,5,5,Drama,Other,Other,12,0
120.0,18941968.9,0,0,0,0,0,0,0,0,0,2,3,3,"Crime, Mystery, Thriller",French,Other,5,0
90.0,14206476.7,0,0,0,0,0,0,0,0,0,3,0,0,"Comedy, Drama",English,Universal,1,2
115.0,14206476.7,0,0,1,0,0,0,0,0,0,4,1,1,Drama,English,Other,9,2
125.0,18941968.9,0,1,0,0,0,0,0,0,0,15,0,4,"Action, Thriller",English,Other,8,0
136.0,56825906.7,0,0,0,0,0,0,0,0,0,34,6,0,"Action, Adventure, Thriller",English,Other,7,2
93.0,56825906.7,0,0,2,0,0,0,0,0,0,23,0,0,"Action, Adventure",English,Other,12,2
158.0,47354922.3,0,0,0,0,1,0,0,0,0,19,1,1,"Adventure, Drama",German,Other,3,2
96.0,23241795.9,7,0,0,0,5,0,0,0,0,19,5,0,Drama,English,Other,2,1
90.0,15784974.1,0,0,0,0,0,0,0,0,0,7,3,0,"Action, Adventure, Crime",English,MGM,7,0
95.0,7261088.1,0,0,1,2,0,0,0,0,0,0,1,0,"Horror, Thriller",English,Paramount,8,0
86.0,12234939.8,0,0,0,0,0,0,0,0,0,9,0,0,"Comedy, Horror",English,Other,9,2
191.0,69453886.0,1,1,7,8,3,0,0,0,0,3,1,0,"Biography, Drama, History",English,Other,2,2
102.0,69453886.0,0,0,0,0,0,0,0,0,0,9,1,0,"Adventure, Comedy, Crime",French,Other,10,2
115.0,41672331.6,0,0,0,0,0,0,0,0,0,2,0,1,"Comedy, Drama, Musical",English,Paramount,10,0
96.0,44227440.2,0,0,0,0,0,0,0,0,0,3,1,0,Horror,Italian,Other,10,0
122.0,6313989.6,0,0,0,0,0,0,0,0,0,32,7,0,"Comedy, Drama, Music",English,Other,10,0
140.0,154125928.0,0,0,11,1,0,0,0,0,0,30,5,2,"Drama, History, War",English,Other,9,0
93.0,154125928.0,0,0,1,0,0,0,0,0,0,6,0,0,"Horror, Thriller",English,Other,1,0
87.0,15784974.1,0,1,0,0,0,0,0,0,0,6,0,1,"Sci-Fi, Comedy, Music",English,Paramount,2,0
103.0,42303730.6,0,1,2,0,0,0,0,0,0,21,8,1,Comedy,English,Other,10,0
105.0,53668911.9,1,0,8,0,0,0,0,0,0,11,3,0,Comedy,English,Other,6,1
86.0,53668911.9,0,0,0,0,0,0,0,0,0,1,0,0,"Comedy, Drama",English,Other,6,1
90.0,167833.1,0,0,1,0,0,0,0,0,0,17,0,0,"Drama, Romance",English,Other,2,1
102.0,11049481.9,0,0,2,0,0,0,0,0,0,10,2,0,"Adventure, Drama, Romance",English,Other,12,0
89.0,11049481.9,0,0,0,0,0,0,0,0,0,1,2,0,Horror,Italian,Other,8,2
99.0,63139896.4,0,0,0,0,0,0,0,0,0,11,3,0,"Action, Sci-Fi",English,Other,6,0
122.0,29991450.8,1,2,15,0,1,0,0,0,0,17,0,0,"Biography, Drama, History",English,Universal,7,0
109.0,25571658.0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Mystery, Thriller",Italian,Other,1,2
124.0,23677461.1,0,1,1,0,0,0,0,0,0,11,0,1,"Drama, Romance",English,Other,3,2
107.0,25129227.4,2,4,2,1,2,0,0,0,0,12,4,6,"Drama, Musical, Romance",English,Other,2,2
85.0,82081865.3,0,0,0,0,0,0,0,0,0,0,2,4,Drama,Spanish,Other,1,1
85.0,2525595.9,0,0,1,0,0,0,0,0,0,1,0,0,"Horror, Sci-Fi",English,Other,3,0
255.0,2525595.9,0,0,0,0,0,0,0,0,0,0,0,0,"Drama, Music",German,Other,5,0
93.0,18941968.9,0,1,4,3,0,0,0,0,0,21,0,1,"Comedy, Crime",English,Paramount,8,0
124.0,50511917.1,0,3,0,1,0,0,0,0,0,5,0,2,"Drama, Sport",English,Other,6,0
95.0,37883937.8,1,0,0,0,3,0,0,0,0,0,2,0,"Animation, Drama, Fantasy",English,Other,11,2
105.0,37883937.8,0,0,2,0,0,0,0,0,0,7,3,0,"Adventure, Comedy, Musical",English,Other,12,2
114.0,63.1,0,0,0,0,0,0,0,0,0,5,1,1,"Horror, Thriller",English,MGM,9,2
92.0,32728463.9,0,0,2,0,0,0,0,0,0,5,0,0,Drama,Russian,Other,1,2
94.0,8376409.1,0,0,0,0,0,0,0,0,0,1,1,0,Comedy,English,Other,7,2
85.0,12627979.3,0,0,0,0,0,0,0,0,0,6,0,2,Comedy,French,Other,5,2
99.0,53668911.9,0,1,3,1,0,0,0,0,0,27,1,2,"Drama, Sport",English,Other,10,2
93.0,62846192.7,0,0,1,0,0,0,0,0,0,9,0,0,"Action, Drama, Thriller",English,Other,3,2
82.0,22098963.7,0,0,5,0,0,0,0,0,0,15,0,0,"Animation, Adventure, Drama",English,Other,7,0
85.0,22098963.7,0,0,0,0,0,0,0,0,0,0,0,1,"Comedy, Horror",Portuguese,Other,1,0
124.0,37883937.8,1,2,5,0,3,0,0,0,0,17,1,3,Drama,English,MGM,9,0
103.0,14206476.7,0,0,0,0,0,0,0,0,0,2,0,0,"Action, Crime, Horror",English,Sony,4,0
108.0,14206476.7,0,0,0,0,0,0,0,0,0,5,0,0,"Comedy, Drama, Sport",English,Twentieth Century Fox,7,0
84.0,672921.7,0,0,0,0,0,0,0,0,0,3,0,1,"Drama, Fantasy",Russian,Other,1,0
87.0,12627979.3,0,0,0,0,0,0,0,0,0,4,1,1,"Action, Adventure, Thriller",English,Other,8,0
150.0,12627979.3,1,1,3,1,0,0,0,0,0,7,2,0,"Drama, Romance",English,Other,4,2
87.0,37883937.8,0,0,0,0,0,0,0,0,0,6,0,0,Comedy,English,Warner,4,2
113.0,35358342.0,0,0,0,0,0,0,0,0,0,13,1,2,"Action, Adventure, Sci-Fi",English,Paramount,7,2
105.0,37883937.8,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Musical, Drama",English,Other,4,2
93.0,31569948.2,1,4,5,1,1,0,0,0,0,15,2,4,"Crime, Drama, Mystery",English,Other,11,0
92.0,31569948.2,0,0,1,0,0,0,0,0,0,6,2,1,"Crime, Horror, Thriller",English,Other,9,0
100.0,31569948.2,0,0,1,0,0,0,0,0,0,6,0,0,"Action, Adventure, Fantasy",English,Other,12,2
102.0,11730466.9,0,0,3,0,0,0,0,0,0,31,0,0,"Action, Adventure, Fantasy",English,Other,11,2
140.0,41040932.6,0,3,4,1,0,0,0,0,0,16,2,2,"Comedy, Drama, Fantasy",English,Sony,9,0
109.0,47354922.3,0,0,0,0,0,0,0,0,0,8,3,0,"Horror, Mystery, Sci-Fi",English,Universal,11,0
90.0,47354922.3,0,0,0,0,0,0,0,0,0,2,0,2,"Action, Comedy",English,Other,8,2
83.0,2367746.1,0,0,0,0,0,0,0,0,0,5,0,0,"Horror, Sci-Fi",English,Other,11,2
116.0,66296891.2,2,2,8,0,0,0,0,0,0,27,4,2,"Comedy, Drama, Romance",English,Sony,6,2
109.0,66296891.2,0,0,0,0,0,0,0,0,0,0,1,0,Drama,Cantonese,Other,10,2
102.0,53668911.9,0,1,3,0,0,0,0,0,0,17,3,3,Comedy,English,Sony,12,2
116.0,93815782.2,1,1,2,0,0,0,0,0,0,5,2,2,"Comedy, Crime, Drama",Italian,Other,10,2
96.0,18941968.9,0,1,13,0,0,0,0,0,0,29,7,7,"Comedy, Crime, Mystery",English,United Artists,12,0
96.0,53668911.9,0,0,0,0,0,0,0,0,0,16,0,0,"Action, Adventure, Sci-Fi",English,Disney,3,2
103.0,53668911.9,0,0,0,0,2,0,0,0,0,14,5,0,"Drama, Romance",French,Gaumont,9,2
129.0,50511917.1,4,1,7,1,5,0,0,0,0,33,7,1,Drama,English,Twentieth Century Fox,5,2
97.0,50511917.1,0,0,0,0,0,0,0,0,0,4,0,0,"Action, Crime, Drama",English,Other,1,2
168.0,47354922.3,0,0,0,0,0,0,0,0,0,2,0,0,"Action, Drama",Hindi,Other,12,2
134.0,3156994.8,0,0,0,0,0,0,0,0,0,3,0,0,"Drama, History",English,Other,11,0
90.0,25255958.5,0,0,2,0,0,0,0,0,0,3,3,6,"Drama, Horror",English,Paramount,7,1
96.0,24469879.5,0,0,0,0,0,0,0,0,0,1,0,0,"Action, Drama, Romance",Other,Other,5,1
136.0,53668911.9,2,1,3,0,1,0,0,0,0,9,3,2,"Comedy, Drama",English,Other,12,2
117.0,53668911.9,3,5,6,0,1,0,0,0,0,27,2,1,"Comedy, Drama, Thriller",English,Sony,5,2
110.0,59982901.6,1,0,2,0,0,0,0,0,0,16,5,1,"Comedy, Musical",English,MGM,9,0
114.0,59982901.6,0,0,0,0,0,0,0,0,0,6,1,0,Drama,Turkish,Other,9,0
97.0,23677461.1,0,0,0,0,0,0,0,0,0,8,2,3,"Action, Comedy",Cantonese,Other,9,2
101.0,13825481.9,1,0,1,0,0,0,0,0,0,20,5,0,"Crime, Drama, Thriller",English,MGM,7,0
92.0,14269616.6,0,0,0,0,0,0,0,0,0,9,2,8,"Action, Sci-Fi, Thriller",Italian,Other,11,0
91.0,17128915.7,0,0,0,0,0,0,0,0,0,11,0,1,"Drama, Romance, Sport",English,Other,10,1
88.0,17128915.7,0,0,0,0,0,0,0,0,0,2,0,0,"Horror, Crime, Thriller",English,Other,3,0
105.0,18352409.6,0,0,0,0,1,0,0,0,0,9,2,0,Horror,English,De Laurentiis,11,0
105.0,2998737.9,0,0,0,2,0,0,0,0,0,1,0,1,"Comedy, Drama, Romance",English,Other,3,0
123.0,9176204.8,0,0,0,0,0,0,0,0,0,4,1,0,"Crime, Drama, Thriller",English,Other,9,0
104.0,36093072.3,0,1,4,1,0,0,0,0,0,17,0,1,"Drama, Romance, Thriller",English,Paramount,3,0
105.0,24469879.5,0,2,0,0,0,0,0,0,0,7,0,3,"Comedy, Drama",English,Sony,9,2
85.0,24469879.5,0,0,1,0,0,0,0,0,0,19,0,0,"Action, Crime, Drama",English,Other,11,2
109.0,67292168.7,0,0,2,0,0,0,0,0,0,26,3,1,"Action, Crime, Drama",English,Sony,9,3
86.0,67292168.7,0,0,0,0,0,0,0,0,0,1,0,0,"Comedy, Sport",Other,Other,10,2
106.0,45881024.1,0,0,9,1,0,0,0,0,0,19,0,0,"Sci-Fi, Thriller",English,Other,9,0
85.0,55057228.9,0,0,0,1,0,0,0,0,0,1,1,0,Comedy,French,Other,9,0
97.0,22940512.0,0,0,0,0,0,0,0,0,0,3,0,0,"Comedy, Drama",English,Other,6,2
95.0,3823418.7,0,0,1,0,0,0,0,0,0,13,0,0,"Action, Crime, Drama",English,Other,5,0
88.0,4621043.6,0,0,0,0,0,0,0,0,0,0,0,0,Action,Korean,Other,1,0
110.0,29669728.9,0,0,0,0,0,0,0,0,0,14,4,4,"Horror, Thriller",English,Sony,5,2
94.0,29669728.9,0,0,0,0,0,0,0,0,0,6,3,0,"Comedy, Family",English,MGM,11,2
127.0,9677635.2,0,0,0,0,0,1,0,0,0,3,0,0,Drama,Russian,Other,9,2
98.0,688215.4,0,0,2,0,0,0,0,0,0,17,0,0,"Comedy, Drama, Romance",English,Amazon,7,2
92.0,21411144.6,0,1,0,0,0,0,0,0,0,7,0,3,"Comedy, Crime",French,Other,11,2
93.0,15293674.7,0,0,0,0,0,0,0,0,0,9,0,3,"Horror, Thriller",English,Other,3,2
90.0,15293674.7,0,0,0,0,0,0,0,0,0,4,3,2,Comedy,Spanish,Other,5,2
109.0,33646084.3,0,1,12,0,0,0,0,0,0,30,8,5,"Comedy, Crime, Mystery",English,United Artists,8,0
89.0,33646084.3,0,0,1,0,0,0,0,0,0,10,0,0,"Horror, Mystery, Thriller",English,Other,9,0
100.0,24469879.5,0,0,0,0,0,0,0,0,0,0,0,0,Drama,Mandarin,Other,7,0
103.0,30587349.4,0,0,3,1,0,0,0,0,0,25,1,5,"Drama, Horror, Sci-Fi",English,De Laurentiis,8,2
98.0,30587349.4,0,0,0,0,0,0,0,0,0,8,1,1,"Action, Comedy, Drama",English,Other,10,2
99.0,30587349.4,2,0,1,0,1,0,0,0,0,11,6,0,"Comedy, Crime",English,Warner,11,0
110.0,25255958.5,0,0,0,0,0,0,0,0,0,0,0,0,Drama,Other,Other,9,0
90.0,7952710.8,0,0,0,0,0,0,0,0,0,1,0,0,"Horror, Western",English,Other,10,1
81.0,3670481.9,0,0,0,1,0,0,0,0,0,2,4,2,"Animation, Fantasy, Adventure",English,Other,8,1
96.0,3670481.9,0,0,0,0,0,0,0,0,0,5,0,0,Comedy,English,Other,7,1
95.0,12234939.8,0,0,2,1,0,0,0,0,0,2,0,1,"Drama, Music, Romance",English,Paramount,8,2
92.0,21411144.6,0,0,2,0,0,0,0,0,0,18,2,0,"Comedy, Music",English,Other,8,2
96.0,672921.7,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,English,Other,8,1
94.0,1529367.5,0,0,0,0,1,0,0,0,0,8,1,0,Drama,English,MGM,7,0
128.0,45881024.1,0,1,3,1,0,0,0,0,0,17,0,1,"Crime, Drama, Mystery",English,Other,2,0
98.0,7892487.0,0,0,0,0,0,0,0,0,0,7,0,1,"Horror, Mystery, Sci-Fi",English,De Laurentiis,7,0
98.0,7646837.3,0,0,0,0,0,0,0,0,0,12,0,1,Thriller,Other,Other,1,0
98.0,7646837.3,0,0,0,0,0,0,0,0,0,6,1,1,"Adventure, Fantasy",Italian,Other,8,0
105.0,7646837.3,0,0,4,0,0,0,0,0,0,16,3,0,"Adventure, Drama, Romance",English,Other,6,0
91.0,22940512.0,0,0,0,1,0,0,0,0,0,0,0,0,"Horror, Mystery, Thriller",English,Other,1,0
100.0,1299962.3,0,0,0,0,0,0,0,0,0,3,0,0,Drama,Mandarin,Other,1,0
99.0,62704066.3,0,0,2,0,1,0,0,0,0,9,0,7,"Adventure, Horror, Thriller",English,Universal,12,2
94.0,62704066.3,0,0,8,1,0,0,0,0,0,27,6,0,Thriller,English,Other,11,2
88.0,917620.5,0,0,0,0,0,0,0,0,0,1,0,0,Comedy,English,Other,3,0
105.0,917620.5,0,0,0,0,0,0,0,0,0,1,0,1,Drama,Other,Other,12,0
96.0,33646084.3,0,0,0,0,0,0,0,0,0,10,1,1,"Drama, Fantasy, Horror",English,Paramount,5,0
88.0,18352409.6,0,0,0,0,0,0,0,0,0,1,0,0,"Comedy, Romance",German,Other,11,0
109.0,63139896.4,1,0,5,0,2,1,0,0,0,16,7,0,"Comedy, Crime, Drama",English,Other,8,0
92.0,59982901.6,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Drama",Other,Other,9,0
116.0,143760542.2,2,0,0,0,1,0,0,0,0,7,4,2,"Action, Adventure, Sci-Fi",English,Sony,12,0
150.0,82585843.4,0,0,0,0,0,0,0,0,0,1,0,0,Drama,Other,Other,11,0
110.0,917620.5,0,0,0,1,0,0,0,0,0,2,1,2,"Drama, Romance",English,Other,9,0
82.0,879785.0,0,0,0,0,0,0,0,0,0,3,0,0,"Drama, War",French,Other,5,0
