LOCATION;Country;Subject.1;Measure.1;FREQUENCY;Frequency.1;TIME;Time.1;Reference Period Code;Value
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2013-Q3;Q3-2013;2015_100;1009904
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2013-Q4;Q4-2013;2015_100;1010175
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2014-Q1;Q1-2014;2015_100;1011803
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2014-Q2;Q2-2014;2015_100;1012074
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2014-Q3;Q3-2014;2015_100;1007462
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2014-Q4;Q4-2014;2015_100;1003934
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2015-Q1;Q1-2015;2015_100;999593
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2015-Q2;Q2-2015;2015_100;1004477
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2015-Q3;Q3-2015;2015_100;9998643
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2015-Q4;Q4-2015;2015_100;9960657
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2016-Q1;Q1-2016;2015_100;9895537
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2016-Q2;Q2-2016;2015_100;9941663
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2016-Q3;Q3-2016;2015_100;9911816
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2016-Q4;Q4-2016;2015_100;9985077
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2017-Q1;Q1-2017;2015_100;1009632
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2017-Q2;Q2-2017;2015_100;1012888
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2017-Q3;Q3-2017;2015_100;1010989
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2017-Q4;Q4-2017;2015_100;1022385
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2018-Q1;Q1-2018;2015_100;1026998
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2018-Q2;Q2-2018;2015_100;1032424
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2018-Q3;Q3-2018;2015_100;1032153
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2018-Q4;Q4-2018;2015_100;1037851
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2019-Q1;Q1-2019;2015_100;1039208
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2019-Q2;Q2-2019;2015_100;1056844
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2019-Q3;Q3-2019;2015_100;1059829
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2019-Q4;Q4-2019;2015_100;1065527
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2020-Q1;Q1-2020;2015_100;1086691
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2020-Q2;Q2-2020;2015_100;109049
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2020-Q3;Q3-2020;2015_100;1091846
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2020-Q4;Q4-2020;2015_100;1094831
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2021-Q1;Q1-2021;2015_100;111708
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2021-Q2;Q2-2021;2015_100;1137973
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2021-Q3;Q3-2021;2015_100;1149369
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2021-Q4;Q4-2021;2015_100;118003
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2022-Q1;Q1-2022;2015_100;12248
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2022-Q2;Q2-2022;2015_100;1296703
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2022-Q3;Q3-2022;2015_100;1337675
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2022-Q4;Q4-2022;2015_100;1386786
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2023-Q1;Q1-2023;2015_100;1442952
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2023-Q2;Q2-2023;2015_100;1470085
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2023-Q3;Q3-2023;2015_100;146493
POL;Poland;CPI: 01-12 - All items;Index;Q;Quarterly;2023-Q4;Q4-2023;2015_100;1472799
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-01;Jan-1998;2015_100;6704781
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-02;Feb-1998;2015_100;6689109
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-03;Mar-1998;2015_100;6692211
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-04;Apr-1998;2015_100;6708807
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-05;May-1998;2015_100;6717568
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-06;Jun-1998;2015_100;6721922
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-07;Jul-1998;2015_100;6746735
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-08;Aug-1998;2015_100;6764801
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-09;Sep-1998;2015_100;6769807
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-10;Oct-1998;2015_100;6770406
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-11;Nov-1998;2015_100;6764311
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1998-12;Dec-1998;2015_100;678303
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-01;Jan-1999;2015_100;6807952
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-02;Feb-1999;2015_100;6811979
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-03;Mar-1999;2015_100;6842017
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-04;Apr-1999;2015_100;6867319
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-05;May-1999;2015_100;6867102
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-06;Jun-1999;2015_100;6868571
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-07;Jul-1999;2015_100;6898336
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-08;Aug-1999;2015_100;6927721
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-09;Sep-1999;2015_100;6941052
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-10;Oct-1999;2015_100;693844
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-11;Nov-1999;2015_100;6949596
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;1999-12;Dec-1999;2015_100;6980939
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-01;Jan-2000;2015_100;7003902
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-02;Feb-2000;2015_100;7013805
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-03;Mar-2000;2015_100;7041611
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-04;Apr-2000;2015_100;7070887
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-05;May-2000;2015_100;7082641
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-06;Jun-2000;2015_100;710408
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-07;Jul-2000;2015_100;7147232
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-08;Aug-2000;2015_100;7177215
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-09;Sep-2000;2015_100;719577
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-10;Oct-2000;2015_100;7214162
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-11;Nov-2000;2015_100;723212
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2000-12;Dec-2000;2015_100;725715
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-01;Jan-2001;2015_100;7259708
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-02;Feb-2001;2015_100;7283542
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-03;Mar-2001;2015_100;7314233
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-04;Apr-2001;2015_100;7352214
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-05;May-2001;2015_100;738002
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-06;Jun-2001;2015_100;7404888
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-07;Jul-2001;2015_100;7423063
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-08;Aug-2001;2015_100;744102
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-09;Sep-2001;2015_100;7440041
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-10;Oct-2001;2015_100;7432259
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-11;Nov-2001;2015_100;7426709
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2001-12;Dec-2001;2015_100;7453645
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-01;Jan-2002;2015_100;7443402
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-02;Feb-2002;2015_100;7449825
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-03;Mar-2002;2015_100;7511381
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-04;Apr-2002;2015_100;7613403
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-05;May-2002;2015_100;7640808
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-06;Jun-2002;2015_100;7641129
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-07;Jul-2002;2015_100;7588138
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-08;Aug-2002;2015_100;760987
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-09;Sep-2002;2015_100;7638346
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-10;Oct-2002;2015_100;7714033
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-11;Nov-2002;2015_100;7725916
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2002-12;Dec-2002;2015_100;7751608
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-01;Jan-2003;2015_100;7719707
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-02;Feb-2003;2015_100;7736086
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-03;Mar-2003;2015_100;7789719
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-04;Apr-2003;2015_100;7853094
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-05;May-2003;2015_100;7845815
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-06;Jun-2003;2015_100;785106
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-07;Jul-2003;2015_100;7801816
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-08;Aug-2003;2015_100;7837679
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-09;Sep-2003;2015_100;7861017
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-10;Oct-2003;2015_100;7914008
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-11;Nov-2003;2015_100;7939808
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2003-12;Dec-2003;2015_100;7953403
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-01;Jan-2004;2015_100;7897629
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-02;Feb-2004;2015_100;7901269
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-03;Mar-2004;2015_100;7956401
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-04;Apr-2004;2015_100;8065381
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-05;May-2004;2015_100;8112913
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-06;Jun-2004;2015_100;8125759
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-07;Jul-2004;2015_100;8064096
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-08;Aug-2004;2015_100;8099745
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-09;Sep-2004;2015_100;8114197
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-10;Oct-2004;2015_100;8197591
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-11;Nov-2004;2015_100;8218146
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2004-12;Dec-2004;2015_100;8210117
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-01;Jan-2005;2015_100;8140961
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-02;Feb-2005;2015_100;816205
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-03;Mar-2005;2015_100;8226603
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-04;Apr-2005;2015_100;834511
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-05;May-2005;2015_100;8361062
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-06;Jun-2005;2015_100;8380545
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-07;Jul-2005;2015_100;8329267
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-08;Aug-2005;2015_100;8365879
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-09;Sep-2005;2015_100;8417265
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-10;Oct-2005;2015_100;8485671
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-11;Nov-2005;2015_100;8498518
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2005-12;Dec-2005;2015_100;8516824
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-01;Jan-2006;2015_100;8482246
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-02;Feb-2006;2015_100;8486314
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-03;Mar-2006;2015_100;8546371
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-04;Apr-2006;2015_100;8666912
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-05;May-2006;2015_100;8698172
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-06;Jun-2006;2015_100;871134
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-07;Jul-2006;2015_100;8659525
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-08;Aug-2006;2015_100;867719
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-09;Sep-2006;2015_100;8662952
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-10;Oct-2006;2015_100;8698493
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-11;Nov-2006;2015_100;872001
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2006-12;Dec-2006;2015_100;8743884
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-01;Jan-2007;2015_100;8685111
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-02;Feb-2007;2015_100;8691
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-03;Mar-2007;2015_100;8756944
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-04;Apr-2007;2015_100;8877914
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-05;May-2007;2015_100;8902322
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-06;Jun-2007;2015_100;8918701
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-07;Jul-2007;2015_100;885372
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-08;Aug-2007;2015_100;8865924
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-09;Sep-2007;2015_100;8895042
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-10;Oct-2007;2015_100;9010339
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-11;Nov-2007;2015_100;9074892
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2007-12;Dec-2007;2015_100;9112895
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-01;Jan-2008;2015_100;9056479
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-02;Feb-2008;2015_100;9070609
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-03;Mar-2008;2015_100;9151113
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-04;Apr-2008;2015_100;9249603
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-05;May-2008;2015_100;9312014
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-06;Jun-2008;2015_100;9365648
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-07;Jul-2008;2015_100;9320686
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-08;Aug-2008;2015_100;9300667
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-09;Sep-2008;2015_100;929874
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-10;Oct-2008;2015_100;9330749
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-11;Nov-2008;2015_100;9291139
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2008-12;Dec-2008;2015_100;9243501
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-01;Jan-2009;2015_100;9129596
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-02;Feb-2009;2015_100;913056
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-03;Mar-2009;2015_100;9145547
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-04;Apr-2009;2015_100;9234829
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-05;May-2009;2015_100;9231618
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-06;Jun-2009;2015_100;9272298
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-07;Jul-2009;2015_100;9193079
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-08;Aug-2009;2015_100;9225195
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-09;Sep-2009;2015_100;9203462
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-10;Oct-2009;2015_100;9269086
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-11;Nov-2009;2015_100;9319294
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2009-12;Dec-2009;2015_100;9316939
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-01;Jan-2010;2015_100;9223482
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-02;Feb-2010;2015_100;9206674
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-03;Mar-2010;2015_100;9274974
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-04;Apr-2010;2015_100;9373784
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-05;May-2010;2015_100;9394553
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-06;Jun-2010;2015_100;9411359
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-07;Jul-2010;2015_100;936918
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-08;Aug-2010;2015_100;9392839
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-09;Sep-2010;2015_100;939937
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-10;Oct-2010;2015_100;9485226
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-11;Nov-2010;2015_100;9536719
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2010-12;Dec-2010;2015_100;9595277
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-01;Jan-2011;2015_100;952505
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-02;Feb-2011;2015_100;9537147
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-03;Mar-2011;2015_100;9608444
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-04;Apr-2011;2015_100;9728023
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-05;May-2011;2015_100;9724811
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-06;Jun-2011;2015_100;9711108
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-07;Jul-2011;2015_100;9658974
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-08;Aug-2011;2015_100;9670963
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-09;Sep-2011;2015_100;9694622
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-10;Oct-2011;2015_100;9771058
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-11;Nov-2011;2015_100;9810667
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2011-12;Dec-2011;2015_100;9823407
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-01;Jan-2012;2015_100;9715391
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-02;Feb-2012;2015_100;9725453
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-03;Mar-2012;2015_100;9790863
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-04;Apr-2012;2015_100;9928426
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-05;May-2012;2015_100;991376
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-06;Jun-2012;2015_100;9895239
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-07;Jul-2012;2015_100;9872116
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-08;Aug-2012;2015_100;9927676
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-09;Sep-2012;2015_100;1002542
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-10;Oct-2012;2015_100;1011063
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-11;Nov-2012;2015_100;1009811
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2012-12;Dec-2012;2015_100;1010517
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-01;Jan-2013;2015_100;9976065
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-02;Feb-2013;2015_100;9993301
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-03;Mar-2013;2015_100;1002852
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-04;Apr-2013;2015_100;1006599
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-05;May-2013;2015_100;1008451
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-06;Jun-2013;2015_100;1009939
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-07;Jul-2013;2015_100;1004725
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-08;Aug-2013;2015_100;1007851
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-09;Sep-2013;2015_100;1005967
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-10;Oct-2013;2015_100;1010057
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-11;Nov-2013;2015_100;1012155
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2013-12;Dec-2013;2015_100;1013065
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-01;Jan-2014;2015_100;9995869
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-02;Feb-2014;2015_100;9991587
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-03;Mar-2014;2015_100;1001385
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-04;Apr-2014;2015_100;1010292
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-05;May-2014;2015_100;1010528
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-06;Jun-2014;2015_100;1010806
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-07;Jul-2014;2015_100;10013
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-08;Aug-2014;2015_100;1002884
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-09;Sep-2014;2015_100;1004415
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-10;Oct-2014;2015_100;1009093
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-11;Nov-2014;2015_100;1008387
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2014-12;Dec-2014;2015_100;100251
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-01;Jan-2015;2015_100;986398
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-02;Feb-2015;2015_100;988432
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-03;Mar-2015;2015_100;9947375
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-04;Apr-2015;2015_100;100388
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-05;May-2015;2015_100;1008676
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-06;Jun-2015;2015_100;1011374
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-07;Jul-2015;2015_100;1001985
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-08;Aug-2015;2015_100;9986556
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-09;Sep-2015;2015_100;9955832
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-10;Oct-2015;2015_100;1001964
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-11;Nov-2015;2015_100;1005625
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2015-12;Dec-2015;2015_100;1002691
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2016-01;Jan-2016;2015_100;9835611
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2016-02;Feb-2016;2015_100;9800926
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2016-03;Mar-2016;2015_100;9863766
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2016-04;Apr-2016;2015_100;9932922
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2016-05;May-2016;2015_100;9987198
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2016-06;Jun-2016;2015_100;1003334
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2016-07;Jul-2016;2015_100;9960328
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2016-08;Aug-2016;2015_100;9973174
ESP;Spain;CPI: 01-12 - All items;Index;M;Monthly;2016-09;Sep-2016;2015_100;9973602
