LOCATION;Country;Subject.1;Measure.1;FREQUENCY;Frequency.1;TIME;Time.1;Reference Period Code;Value
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2004-12;Dec-2004;2015_100;6928924
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-01;Jan-2005;2015_100;6906976
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-02;Feb-2005;2015_100;6900426
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-03;Mar-2005;2015_100;6944321
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-04;Apr-2005;2015_100;7006593
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-05;May-2005;2015_100;7025563
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-06;Jun-2005;2015_100;7054657
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-07;Jul-2005;2015_100;7097958
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-08;Aug-2005;2015_100;7118715
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-09;Sep-2005;2015_100;7189237
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-10;Oct-2005;2015_100;7224286
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-11;Nov-2005;2015_100;7207017
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2005-12;Dec-2005;2015_100;7182772
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-01;Jan-2006;2015_100;7188642
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-02;Feb-2006;2015_100;7182176
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-03;Mar-2006;2015_100;7224286
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-04;Apr-2006;2015_100;7270479
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-05;May-2006;2015_100;7288258
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-06;Jun-2006;2015_100;7330963
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-07;Jul-2006;2015_100;7370691
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-08;Aug-2006;2015_100;7390257
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-09;Sep-2006;2015_100;7391448
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-10;Oct-2006;2015_100;7372478
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-11;Nov-2006;2015_100;7360057
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2006-12;Dec-2006;2015_100;7367203
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-01;Jan-2007;2015_100;7389747
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-02;Feb-2007;2015_100;7377242
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-03;Mar-2007;2015_100;7408717
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-04;Apr-2007;2015_100;7451337
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-05;May-2007;2015_100;7497615
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-06;Jun-2007;2015_100;7567627
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-07;Jul-2007;2015_100;7653037
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-08;Aug-2007;2015_100;7736065
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-09;Sep-2007;2015_100;7823772
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-10;Oct-2007;2015_100;7848102
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-11;Nov-2007;2015_100;7907395
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2007-12;Dec-2007;2015_100;794355
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-01;Jan-2008;2015_100;7940658
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-02;Feb-2008;2015_100;7972644
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-03;Mar-2008;2015_100;8039083
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-04;Apr-2008;2015_100;8069878
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-05;May-2008;2015_100;8163029
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-06;Jun-2008;2015_100;8284594
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-07;Jul-2008;2015_100;8378256
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-08;Aug-2008;2015_100;8455925
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-09;Sep-2008;2015_100;8546098
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-10;Oct-2008;2015_100;8621385
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-11;Nov-2008;2015_100;8610156
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2008-12;Dec-2008;2015_100;8506966
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-01;Jan-2009;2015_100;8442313
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-02;Feb-2009;2015_100;8332381
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-03;Mar-2009;2015_100;8335712
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-04;Apr-2009;2015_100;832322
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-05;May-2009;2015_100;8304898
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-06;Jun-2009;2015_100;8333214
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-07;Jul-2009;2015_100;8297402
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-08;Aug-2009;2015_100;8259093
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-09;Sep-2009;2015_100;8353201
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-10;Oct-2009;2015_100;8352369
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-11;Nov-2009;2015_100;8319056
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2009-12;Dec-2009;2015_100;8287408
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-01;Jan-2010;2015_100;8330715
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-02;Feb-2010;2015_100;8353596
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-03;Mar-2010;2015_100;8361223
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-04;Apr-2010;2015_100;8399357
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-05;May-2010;2015_100;8429865
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-06;Jun-2010;2015_100;8429865
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-07;Jul-2010;2015_100;8484342
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-08;Aug-2010;2015_100;8475626
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-09;Sep-2010;2015_100;8509402
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-10;Oct-2010;2015_100;8518118
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-11;Nov-2010;2015_100;8523566
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2010-12;Dec-2010;2015_100;8534462
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-01;Jan-2011;2015_100;8557343
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-02;Feb-2011;2015_100;8576954
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-03;Mar-2011;2015_100;8642327
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-04;Apr-2011;2015_100;8669566
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-05;May-2011;2015_100;8704432
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-06;Jun-2011;2015_100;8719685
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-07;Jul-2011;2015_100;8730581
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-08;Aug-2011;2015_100;8744745
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-09;Sep-2011;2015_100;8788327
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-10;Oct-2011;2015_100;883082
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-11;Nov-2011;2015_100;8859148
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2011-12;Dec-2011;2015_100;8912536
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-01;Jan-2012;2015_100;8920163
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-02;Feb-2012;2015_100;8955029
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-03;Mar-2012;2015_100;8970283
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-04;Apr-2012;2015_100;8974641
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-05;May-2012;2015_100;897682
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-06;Jun-2012;2015_100;8950671
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-07;Jul-2012;2015_100;8949581
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-08;Aug-2012;2015_100;8969193
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-09;Sep-2012;2015_100;9037835
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-10;Oct-2012;2015_100;9089043
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-11;Nov-2012;2015_100;9047641
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2012-12;Dec-2012;2015_100;9045461
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-01;Jan-2013;2015_100;9061805
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-02;Feb-2013;2015_100;9071611
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-03;Mar-2013;2015_100;9106477
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-04;Apr-2013;2015_100;9062894
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-05;May-2013;2015_100;9061805
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-06;Jun-2013;2015_100;9119551
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-07;Jul-2013;2015_100;9143521
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-08;Aug-2013;2015_100;9165312
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-09;Sep-2013;2015_100;9215432
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-10;Oct-2013;2015_100;9228506
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-11;Nov-2013;2015_100;9262283
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2013-12;Dec-2013;2015_100;931785
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-01;Jan-2014;2015_100;9334193
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-02;Feb-2014;2015_100;9379954
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-03;Mar-2014;2015_100;9458401
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-04;Apr-2014;2015_100;9517238
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-05;May-2014;2015_100;9549924
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-06;Jun-2014;2015_100;9554282
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-07;Jul-2014;2015_100;9577163
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-08;Aug-2014;2015_100;9607671
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-09;Sep-2014;2015_100;9688297
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-10;Oct-2014;2015_100;9788536
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-11;Nov-2014;2015_100;9791805
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2014-12;Dec-2014;2015_100;9751492
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-01;Jan-2015;2015_100;9758028
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-02;Feb-2015;2015_100;9792894
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-03;Mar-2015;2015_100;9853909
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-04;Apr-2015;2015_100;9911655
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-05;May-2015;2015_100;9929089
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-06;Jun-2015;2015_100;9977029
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-07;Jul-2015;2015_100;1001843
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-08;Aug-2015;2015_100;1008707
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-09;Sep-2015;2015_100;1013828
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-10;Oct-2015;2015_100;1017969
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-11;Nov-2015;2015_100;1017642
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2015-12;Dec-2015;2015_100;1017751
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-01;Jan-2016;2015_100;1022545
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-02;Feb-2016;2015_100;1025378
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-03;Mar-2016;2015_100;10293
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-04;Apr-2016;2015_100;1032677
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-05;May-2016;2015_100;1034966
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-06;Jun-2016;2015_100;1039651
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-07;Jul-2016;2015_100;1042157
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-08;Aug-2016;2015_100;1042701
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-09;Sep-2016;2015_100;1045207
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-10;Oct-2016;2015_100;1046951
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-11;Nov-2016;2015_100;1047495
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2016-12;Dec-2016;2015_100;1045316
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-01;Jan-2017;2015_100;1050982
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-02;Feb-2017;2015_100;1053488
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-03;Mar-2017;2015_100;1057519
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-04;Apr-2017;2015_100;1060134
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-05;May-2017;2015_100;1061442
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-06;Jun-2017;2015_100;1057301
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-07;Jul-2017;2015_100;1059807
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-08;Aug-2017;2015_100;1061986
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-09;Sep-2017;2015_100;1060352
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-10;Oct-2017;2015_100;1066563
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-11;Nov-2017;2015_100;1067543
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2017-12;Dec-2017;2015_100;1069069
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-01;Jan-2018;2015_100;1073971
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-02;Feb-2018;2015_100;1074516
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-03;Mar-2018;2015_100;1076695
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-04;Apr-2018;2015_100;1080073
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-05;May-2018;2015_100;1083124
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-06;Jun-2018;2015_100;1084213
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-07;Jul-2018;2015_100;1088027
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-08;Aug-2018;2015_100;1089988
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-09;Sep-2018;2015_100;1093692
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-10;Oct-2018;2015_100;1097615
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-11;Nov-2018;2015_100;1097615
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2018-12;Dec-2018;2015_100;1096525
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-01;Jan-2019;2015_100;1097724
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-02;Feb-2019;2015_100;109816
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-03;Mar-2019;2015_100;1103389
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-04;Apr-2019;2015_100;1106331
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-05;May-2019;2015_100;1112977
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-06;Jun-2019;2015_100;1113522
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-07;Jul-2019;2015_100;1116028
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-08;Aug-2019;2015_100;1118098
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-09;Sep-2019;2015_100;1118207
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-10;Oct-2019;2015_100;112736
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-11;Nov-2019;2015_100;1128231
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2019-12;Dec-2019;2015_100;112943
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-01;Jan-2020;2015_100;1135749
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-02;Feb-2020;2015_100;114087
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-03;Mar-2020;2015_100;1144683
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-04;Apr-2020;2015_100;1144139
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-05;May-2020;2015_100;1143594
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-06;Jun-2020;2015_100;1142831
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-07;Jul-2020;2015_100;1143921
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-08;Aug-2020;2015_100;1145446
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-09;Sep-2020;2015_100;1152746
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-10;Oct-2020;2015_100;1160591
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-11;Nov-2020;2015_100;1159066
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2020-12;Dec-2020;2015_100;1162988
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-01;Jan-2021;2015_100;117116
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-02;Feb-2021;2015_100;1173339
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-03;Mar-2021;2015_100;1177697
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-04;Apr-2021;2015_100;1182164
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-05;May-2021;2015_100;1185324
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-06;Jun-2021;2015_100;1186304
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-07;Jul-2021;2015_100;1195892
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-08;Aug-2021;2015_100;1200142
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-09;Sep-2021;2015_100;1214306
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-10;Oct-2021;2015_100;123054
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-11;Nov-2021;2015_100;1236751
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2021-12;Dec-2021;2015_100;1246339
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-01;Jan-2022;2015_100;1261374
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-02;Feb-2022;2015_100;126497
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-03;Mar-2022;2015_100;1288504
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-04;Apr-2022;2015_100;1306482
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-05;May-2022;2015_100;1322171
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-06;Jun-2022;2015_100;1334483
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-07;Jul-2022;2015_100;1352788
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-08;Aug-2022;2015_100;136924
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-09;Sep-2022;2015_100;1381007
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-10;Oct-2022;2015_100;1388198
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-11;Nov-2022;2015_100;1401709
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2022-12;Dec-2022;2015_100;140574
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-01;Jan-2023;2015_100;1416963
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-02;Feb-2023;2015_100;1416091
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-03;Mar-2023;2015_100;1431454
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-04;Apr-2023;2015_100;1435921
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-05;May-2023;2015_100;1437555
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-06;Jun-2023;2015_100;1435376
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-07;Jul-2023;2015_100;1440388
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-08;Aug-2023;2015_100;1442022
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-09;Sep-2023;2015_100;1451719
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-10;Oct-2023;2015_100;1458039
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-11;Nov-2023;2015_100;1468934
CHL;Chile;CPI: 01-12 - All items;Index;M;Monthly;2023-12;Dec-2023;2015_100;1461089
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-01;Jan-1998;2015_100;3713493
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-02;Feb-1998;2015_100;3835046
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-03;Mar-1998;2015_100;3935389
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-04;Apr-1998;2015_100;40496
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-05;May-1998;2015_100;4112416
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-06;Jun-1998;2015_100;4162996
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-07;Jul-1998;2015_100;4182574
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-08;Aug-1998;2015_100;4184206
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-09;Sep-1998;2015_100;4196443
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-10;Oct-1998;2015_100;4211127
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-11;Nov-1998;2015_100;421847
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1998-12;Dec-1998;2015_100;4256812
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-01;Jan-1999;2015_100;4351444
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-02;Feb-1999;2015_100;4424865
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-03;Mar-1999;2015_100;4466471
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-04;Apr-1999;2015_100;450155
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-05;May-1999;2015_100;4523576
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-06;Jun-1999;2015_100;4535814
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-07;Jul-1999;2015_100;4549682
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-08;Aug-1999;2015_100;4572524
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-09;Sep-1999;2015_100;4588024
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-10;Oct-1999;2015_100;4603524
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-11;Nov-1999;2015_100;4625551
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;1999-12;Dec-1999;2015_100;4650024
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-01;Jan-2000;2015_100;4710393
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-02;Feb-2000;2015_100;4818894
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-03;Mar-2000;2015_100;4901289
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-04;Apr-2000;2015_100;4950237
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-05;May-2000;2015_100;4975526
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-06;Jun-2000;2015_100;497471
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-07;Jul-2000;2015_100;4973079
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-08;Aug-2000;2015_100;4988579
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-09;Sep-2000;2015_100;500979
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-10;Oct-2000;2015_100;5017132
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-11;Nov-2000;2015_100;5034263
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2000-12;Dec-2000;2015_100;5057106
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2001-01;Jan-2001;2015_100;5110132
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2001-02;Feb-2001;2015_100;5207212
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2001-03;Mar-2001;2015_100;5283896
COL;Colombia;CPI: 01-12 - All items;Index;M;Monthly;2001-04;Apr-2001;2015_100;5344265
